FID,gml_id,spatial_na,spatial_al,spatial_ty,PLRNAME,BZRNAME,PGRNAME,BEZNAME,DATUM,SHAPE_Length,SHAPE_Area
413,re_planungsraum.11041128,11041128,Sewanstraße,Polygon,Sewanstraße,Friedrichsfelde Süd,Lichtenberg Mitte,Lichtenberg,2006-06-14T00:00:00,10325.968616301,5968694.71988981
414,re_planungsraum.11051229,11051229,Rummelsburg,Polygon,Rummelsburg,Rummelsburger Bucht,Lichtenberg Süd,Lichtenberg,2006-06-14T00:00:00,14159.8188477311,6418598.07328922
415,re_planungsraum.11051330,11051330,Karlshorst West,Polygon,Karlshorst West,Karlshorst,Lichtenberg Süd,Lichtenberg,2009-08-20T00:00:00,7664.6475662101,2678213.79512753
416,re_planungsraum.11051331,11051331,Karlshorst Nord,Polygon,Karlshorst Nord,Karlshorst,Lichtenberg Süd,Lichtenberg,2006-06-14T00:00:00,13183.7392119229,8874525.63001918
417,re_planungsraum.11051332,11051332,Karlshorst Süd,Polygon,Karlshorst Süd,Karlshorst,Lichtenberg Süd,Lichtenberg,2006-06-14T00:00:00,11940.0696432968,6180528.04359487
418,re_planungsraum.12103115,12103115,Breitkopfbecken,Polygon,Breitkopfbecken,Ost 1 - Reginhardstr.,Reinickendorf Ost,Reinickendorf,2009-02-19T00:00:00,5778.66832573238,1945281.83734461
419,re_planungsraum.12103116,12103116,Hausotterplatz,Polygon,Hausotterplatz,Ost 1 - Reginhardstr.,Reinickendorf Ost,Reinickendorf,2009-02-19T00:00:00,8445.84948767768,2188979.94519388
420,re_planungsraum.12103117,12103117,Letteplatz,Polygon,Letteplatz,Ost 1 - Reginhardstr.,Reinickendorf Ost,Reinickendorf,2009-02-19T00:00:00,6377.00716357578,2108571.33613128
421,re_planungsraum.12103218,12103218,Teichstraße,Polygon,Teichstraße,Ost 2 Alt-Reinickendorf,Reinickendorf Ost,Reinickendorf,2009-02-19T00:00:00,20056.2331462306,9073877.24258665
422,re_planungsraum.12103219,12103219,Schäfersee,Polygon,Schäfersee,Ost 2 Alt-Reinickendorf,Reinickendorf Ost,Reinickendorf,2009-02-19T00:00:00,9853.74507130959,3014698.75439146
423,re_planungsraum.12103220,12103220,Humboldtstraße,Polygon,Humboldtstraße,Ost 2 Alt-Reinickendorf,Reinickendorf Ost,Reinickendorf,2009-02-19T00:00:00,6725.38664838093,2103029.7102308
424,re_planungsraum.12214125,12214125,Waldidyll/Flughafensee,Polygon,Waldidyll/Flughafensee,West 1 Tegel-Süd/Flughafensee,Tegel,Reinickendorf,2006-08-04T00:00:00,31959.6088313753,33148135.3184166
425,re_planungsraum.12214126,12214126,Tegel Süd,Polygon,Tegel Süd,West 1 Tegel-Süd/Flughafensee,Tegel,Reinickendorf,2006-08-04T00:00:00,10352.6929321095,2050613.99043762
426,re_planungsraum.12214421,12214421,Reinickes Hof,Polygon,Reinickes Hof,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,2009-02-19T00:00:00,6255.89614193191,1440058.80078982
427,re_planungsraum.12214422,12214422,Klixstraße,Polygon,Klixstraße,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,2009-02-19T00:00:00,6666.55188338379,2216165.25168362
428,re_planungsraum.12214423,12214423,Mellerbogen,Polygon,Mellerbogen,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,2009-02-19T00:00:00,5536.55565656055,1426189.90380208
429,re_planungsraum.12214424,12214424,Scharnweberstraße,Polygon,Scharnweberstraße,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,2009-02-19T00:00:00,7827.867741921,2807707.01629372
430,re_planungsraum.12214527,12214527,Alt-Tegel,Polygon,Alt-Tegel,West 5 - Tegel/Tegeler Forst,Tegel,Reinickendorf,2009-02-19T00:00:00,15322.8973611087,6470768.58862237
431,re_planungsraum.12214528,12214528,Tegeler Forst,Polygon,Tegeler Forst,West 5 - Tegel/Tegeler Forst,Tegel,Reinickendorf,2009-02-19T00:00:00,46872.4937374094,43246498.9427416
432,re_planungsraum.12224229,12224229,Konradshöhe/Tegelort,Polygon,Konradshöhe/Tegelort,West 2 - Heiligensee/Konradshöhe,Heiligensee/Konradshöhe,Reinickendorf,2006-08-04T00:00:00,15298.3717954043,5917179.09080999
433,re_planungsraum.12224230,12224230,Heiligensee,Polygon,Heiligensee,West 2 - Heiligensee/Konradshöhe,Heiligensee/Konradshöhe,Reinickendorf,2006-08-04T00:00:00,26422.9224367726,28933431.4981625
434,re_planungsraum.12231101,12231101,Hermsdorf,Polygon,Hermsdorf,Nord 1 - Frohnau/Hermsdorf,Frohnau/Hermsdorf,Reinickendorf,2006-08-04T00:00:00,22034.5554116711,16404549.7131838
435,re_planungsraum.12231102,12231102,Frohnau,Polygon,Frohnau,Nord 1 - Frohnau/Hermsdorf,Frohnau/Hermsdorf,Reinickendorf,2006-08-04T00:00:00,24514.9437561429,21253364.8042726
436,re_planungsraum.12301203,12301203,Wittenau Süd,Polygon,Wittenau Süd,Nord 2 - Waidmannslust/Wittenau/Lübars,Waidmannslust,Reinickendorf,2006-08-04T00:00:00,12008.4795058711,6922505.09686869
437,re_planungsraum.12301204,12301204,Wittenau Nord,Polygon,Wittenau Nord,Nord 2 - Waidmannslust/Wittenau/Lübars,Waidmannslust,Reinickendorf,2006-08-04T00:00:00,13175.7350921948,6749025.59291937
438,re_planungsraum.12301205,12301205,Waidmannslust,Polygon,Waidmannslust,Nord 2 - Waidmannslust/Wittenau/Lübars,Waidmannslust,Reinickendorf,2006-08-04T00:00:00,13377.9246249436,4691632.02656104
439,re_planungsraum.12301206,12301206,Lübars,Polygon,Lübars,Nord 2 - Waidmannslust/Wittenau/Lübars,Waidmannslust,Reinickendorf,2006-08-04T00:00:00,16597.2175974757,13566764.2318565
440,re_planungsraum.12302107,12302107,Schorfheidestraße,Polygon,Schorfheidestraße,MV 1 - Märkisches Viertel,Waidmannslust,Reinickendorf,2009-02-19T00:00:00,6952.53171956447,1537837.51364766
441,re_planungsraum.12302108,12302108,Märkisches Zentrum,Polygon,Märkisches Zentrum,MV 1 - Märkisches Viertel,Waidmannslust,Reinickendorf,2009-02-19T00:00:00,9651.50137174406,3078608.36142505
442,re_planungsraum.12302109,12302109,Treuenbrietzener Straße,Polygon,Treuenbrietzener Straße,MV 1 - Märkisches Viertel,Waidmannslust,Reinickendorf,2009-02-19T00:00:00,7133.34772703658,2485309.25720361
443,re_planungsraum.12302110,12302110,Dannenwalder Weg,Polygon,Dannenwalder Weg,MV 1 - Märkisches Viertel,Waidmannslust,Reinickendorf,2009-02-19T00:00:00,9414.67865876036,1416864.8952817
444,re_planungsraum.12302211,12302211,Lübarser Straße,Polygon,Lübarser Straße,MV 2 - Rollbergesiedlung,Waidmannslust,Reinickendorf,2009-02-19T00:00:00,8833.07186166036,3069274.82892173
445,re_planungsraum.12302212,12302212,Rollbergesiedlung,Polygon,Rollbergesiedlung,MV 2 - Rollbergesiedlung,Waidmannslust,Reinickendorf,2009-02-19T00:00:00,5659.94402156014,1357084.41217567
446,re_planungsraum.12304313,12304313,Borsigwalde,Polygon,Borsigwalde,West 3 - Borsigwalde/Freie Scholle,Waidmannslust,Reinickendorf,2006-08-04T00:00:00,10371.7871560795,5001830.90137716
447,re_planungsraum.12304314,12304314,Ziekowstraße/Freie Scholle,Polygon,Ziekowstraße/Freie Scholle,West 3 - Borsigwalde/Freie Scholle,Waidmannslust,Reinickendorf,2006-08-04T00:00:00,12649.2823497905,6028511.89432887
